SA2 2011,SA2 2016,Weight
306051167,315011400,0.0007507
306051167,318011463,0.0007507
306051168,306051168,1
306051169,306051169,1
306051170,306051170,1
307011171,307011171,0.9994034
307011171,307011174,0.0005966
307011172,307011172,1
307011173,307011173,0.9996378
307011173,307011174,0.0003622
307011174,307011174,1
307011175,307011175,1
307011176,307011176,1
307011177,307011177,1
307011178,307011178,1
307021179,307021179,1
307021180,307021179,0.0002894
307021180,307021180,0.9990497
307021180,317011449,0.0006609
307021181,307021180,0.0003052
307021181,307021181,0.9996948
307021182,307021182,0.9996451
307021182,317011445,0.0003549
307021183,307021183,1
307031184,307031184,1
307031185,307031185,1
307031186,307031186,1
307031187,307031187,0.9996995
307031187,307031188,0.0003005
307031188,307031186,0.0002801
307031188,307031188,0.9997199
307031189,307031189,1
308011190,308011190,1
308011191,308011191,1
308011192,308011192,1
308021193,308051530,0.9999998
308021193,319021504,0.0000002
308021194,308041528,0.9999767
308021194,308031220,0.0000233
308021195,308041529,1
308021196,308051531,1
308021197,308051532,0.9978434
308021197,308051535,0.0021566
308021198,308051533,0.9999094
308021198,308051532,0.0000906
308021199,308051534,0.9999995
308021199,308051532,0.0000005
308021200,308051535,0.9999465
308021200,308051531,0.0000535
308021201,308051536,1
308021202,308051537,1
308021203,308051538,0.9999998
308021203,308051537,0.0000002
308021204,308051539,1
308031205,308031205,1
308031206,308031206,1
308031207,308031207,1
308031208,308031208,1
308031209,308031209,1
308031210,308031210,1
308031211,308031211,1
308031212,308031212,1
308031213,308031213,1
308031214,308031214,1
308031215,308031215,1
308031216,308031216,1
308031217,308031217,1
308031218,308031218,1
308031219,308031219,1
308031220,308031220,1
308031221,308031221,1
308031222,308031222,1
308031223,308031223,1
309011224,309011224,0.9999999
309011224,309011227,0.0000001
309011225,309011225,1
309011226,309011226,1
309011227,309011227,1
309011228,309011228,1
309011229,309011229,1
309021230,309021230,1
309021231,309021231,0.9999999
309021231,309021232,0.0000001
309021232,309021232,1
309021233,309021233,1
309021234,309021234,0.9999998
309021234,309011225,0.0000002
309031235,309031235,1
309031236,309031236,1
309031237,309031237,1
309031238,309031238,1
309031239,309031239,1
309031240,309031240,1
309041241,309041241,0.9992492
309041241,309041242,0.0007508
309041242,309041242,1
309051243,309021233,0.0002568
309051243,309051243,0.9997432
309051244,309051244,1
309051245,309051245,1
309061246,309061246,1
309061247,309061247,0.9877286
309061247,309061248,0.0122714
309061248,309041241,0.0001115
309061248,309061248,0.9998885
309061249,309061249,1
309061250,309061248,0.0016754
309061250,309061250,0.9983246
309071251,309071251,1
309071252,309071252,1
309071253,309071253,1
309071254,309071254,1
309071255,309071255,0.9998584
309071255,309071258,0.0001416
309071256,309061249,0.0002048
309071256,309071256,0.9997952
309071257,309071257,1
309071258,309071258,0.9999434
309071258,309071255,0.0000566
309081259,309081259,1
309081260,309081260,1
309081261,309081261,1
309081262,309081262,1
309091263,309091263,1
309091264,309091264,1
309091265,309091265,1
309091266,309091540,0.4405996
309091266,309091541,0.5594004
309101267,309101267,1
309101268,309101268,1
309101269,309101269,1
309101270,309101270,1
310011271,310011271,1
310011272,310011272,0.9999995
310011272,303051074,0.0000005
310011273,310011273,1
310011274,310011274,0.9999999
310011274,310011273,0.0000001
310011275,310011275,1
310011276,310011276,1
310021277,310021277,1
310021278,310021278,1
310021279,310021279,1
310021280,310021280,1
310021281,310021281,1
310021282,310021277,0.0002736
310021282,310021282,0.9997264
310031283,310031283,1
310031284,310031284,1
310031285,310031285,1
310031286,310031286,0.9999999
310031286,310031287,0.0000001
310031287,310031287,1
310031288,310031288,1
310031289,310031289,1
310031290,310031290,1
310031291,310031291,1
310031292,310031292,1
310031293,310031293,1
310031294,310031294,1
310031295,310031295,1
310041296,310041296,1
310041297,310041297,1
310041298,310041298,1
310041299,310041299,1
310041300,310041300,0.9999999
310041300,310041299,0.0000001
310041301,310041301,1
310041302,310041302,0.9999746
310041302,310031294,0.0000254
310041303,310041303,1
310041304,310041304,0.9999945
310041304,311041320,0.0000055
311011305,311011305,1
311021306,311021306,1
311021307,311021307,1
311021308,311021308,1
311021309,311021309,1
311021310,311021310,1
311031311,311031311,1
311031312,311031312,1
311031313,311031313,1
311031314,311031314,1
311031315,311031315,1
311031316,311031316,1
311031317,311031317,1
311031318,311031318,1
311031319,311031319,1
311041320,311031318,0.0001446
311041320,311041320,0.9998554
311041321,311041321,0.9999412
311041321,311011305,0.0000588
311041321,311041320,0.0000001
311041322,311041321,0.0003103
311041322,311041322,0.9996897
311051323,311051323,1
311051324,301021011,0.0001799
311051324,311051324,0.9998201
311051325,311051325,0.9999254
311051325,311051326,0.0000746
311051326,311051326,1
311051327,311051327,1
311051328,311051326,0.0015781
311051328,311051328,0.9984219
311061329,311061329,1
311061330,311061330,0.9999999
311061330,311051326,0.0000001
311061331,311061331,1
311061332,311061332,1
311061333,311061333,1
311061334,311061334,1
311061335,311061335,1
311061336,311061336,1
312011337,312011337,1
312011338,312011338,1
312011339,308011191,0.0009042
312011339,312011339,0.9990958
312011340,312011337,0.0087168
312011340,312011340,0.9912827
312011340,318011463,0.0000005
312011341,312011341,1
312021342,312021342,1
312021343,312021343,1
312021344,312021344,1
312021345,312021345,1
312021346,312021346,0.9999727
312021346,312021356,0.0000273
312021347,312021347,1
312021348,312021344,0.0010375
312021348,312021348,0.9989625
312021349,312021349,1
312021350,312021350,1
312021351,312021351,0.9996557
312021351,312021353,0.0003443
312021352,312021352,1
312021353,312021353,1
312021354,312021354,1
312021355,312021355,1
312021356,312021356,1
312021357,312021350,0.0029244
312021357,312021351,0.000909
312021357,312021357,0.9961666
312021358,312021358,1
312031359,312031359,1
312031360,312031360,1
312031361,312031361,1
313011362,313011362,1
313011363,313011363,1
313021364,313021364,1
313021365,313021365,1
313021366,313021366,1
313021367,313021367,1
313021368,313021368,1
313021369,313021366,0.000565
313021369,313021367,0.0007302
313021369,313021369,0.9987048
313031370,313031370,1
313031371,313031371,1
313041372,313041372,0.9999141
313041372,313041374,0.0000859
313041373,313041373,1
313041374,313041374,1
313041375,313041375,1
313041376,313021366,0.0584274
313041376,313041376,0.9415726
313051377,313051377,1
313051378,313051378,1
313051379,313051379,0.9954628
313051379,313051542,0.0045372
313051380,313051380,0.9998537
313051380,313051542,0.0001463
313051381,313051380,0.0006825
313051381,313051542,0.9993175
314011382,314011382,0.9999999
314011382,314031394,0.0000001
314011383,314011383,1
314011384,314011384,1
314011385,314011385,1
314011386,314011386,1
314011387,314011387,1
314021388,314021388,0.9998771
314021388,314031393,0.0001229
314021389,314021388,0.0006225
314021389,314021389,0.9993773
314021389,314021390,0.0000002
314021390,314021390,1
314031391,314031391,0.9999999
314031391,314031394,0.0000001
314031392,314031392,1
314031393,314031393,1
314031394,314031394,0.9999663
314031394,314031392,0.0000337
315011395,315011395,1
315011396,315011396,0.9999972
315011397,315011397,1
315011398,315011398,0.9999988
315011398,315011395,0.0000012
315011399,315011399,0.9999991
315011400,315011400,1
315011401,315011401,0.9999951
315011402,315011402,1
315011403,315011403,1
315021404,315021404,1
315021405,315021405,1
315021406,315021406,1
315021407,315021407,1
315031408,315031408,1
315031409,315031409,1
315031410,315031410,1
315031411,315031411,1
315031412,315031412,1
316011413,316011413,0.9997733
316011413,316011414,0.0002267
316011414,316011414,1
316011415,316011415,0.9999999
316011415,316021423,0.0000001
316011416,316011416,1
316021417,316021417,1
316021418,316021418,1
316021419,316021419,1
316021420,316021420,1
316021421,316021421,1
316021422,316021422,1
316021423,316021423,0.9999999
316021423,316021418,0.0000001
316021424,316021424,1
316031425,316031425,1
316031426,316031426,1
316031427,316031427,0.9999999
316031427,316011413,0.0000001
316031428,316011413,0.0001614
316031428,316031428,0.9998385
316031428,316021418,0.0000001
316041429,316071545,1
316041430,316071546,1
316041431,316071547,1
316041432,316071548,1
316041433,316071547,0.0001652
316041433,316081549,0.9998348
316051434,316051434,1
316051435,316051435,1
316051436,316031425,0.0003796
316051436,316051543,0.4918383
316051436,316051544,0.5077821
316051437,316051437,1
316051438,316051438,1
316061439,316061439,0.9996848
316061439,316061442,0.0003146
316061440,316061440,0.9998617
316061440,316061442,0.0001383
316061441,316061441,1
316061442,316061440,0.0001876
316061442,316061442,0.9998124
316061443,316061443,1
316061444,316061444,1
317011445,317011445,1
317011446,317011445,0.0001036
317011446,317011446,0.9998964
317011447,317011447,1
317011448,317011448,0.9998324
317011448,317011451,0.0001676
317011449,317011449,1
317011450,317011449,0.0006575
317011450,317011450,0.9993425
317011451,317011451,1
317011452,317011452,1
317011453,317011453,1
317011454,317011454,1
317011455,317011455,1
317011456,317011456,1
317011457,317011457,1
317011458,317011458,1
317011459,317011459,1
318011460,318011460,1
318011461,318011461,0.9999999
318011461,318011460,0.0000001
318011462,318011462,1
318011463,318011463,1
318011464,318011464,1
318011465,318011465,1
318011466,318011466,1
318021467,318021467,1
318021468,318021468,0.9999999
318021468,318021485,0.0000001
318021469,318021469,1
318021470,318021470,0.9999169
318021470,318021473,0.0000831
318021471,318021471,0.9996952
318021471,318021480,0.0003048
318021472,318021472,1
318021473,318021473,1
318021474,318021474,1
318021475,318021475,1
318021476,318021476,1
318021477,318021477,1
318021478,318021478,1
318021479,318021479,1
318021480,318021480,1
318021481,318021481,1
318021482,318021482,1
318021483,318021483,1
318021484,318021484,1
318021485,318021485,1
318021486,318021486,1
318021487,318021487,0.9999
318021487,318021491,0.0001
318021488,318021488,0.9999998
318021488,318021478,0.0000002
318021489,318021489,1
318021490,318021490,1
318021491,318021489,0.0069159
318021491,318021491,0.9930841
319011492,319011492,1
319011493,319011493,1
319011494,319011494,1
319011495,319011495,1
319011496,319011496,1
319011497,319011497,0.9998144
319011497,319011498,0.0001856
319011498,308051530,0.0001248
319011498,319011497,0.0002663
319011498,319011498,0.9994813
319011498,319021504,0.0001277
319011499,319011499,1
319011500,319011500,1
319011501,319011501,1
319011502,319011502,0.9999127
319011502,319011493,0.0000873
319021503,319021503,0.9998116
319021503,319021508,0.0001884
319021504,319021504,0.9999996
319021504,308051530,0.0000004
319021505,319021505,1
319021506,319021506,1
319021507,319021507,1
319021508,319021508,1
319021509,319021509,1
319021510,319021510,1
319031511,319031511,1
319031512,319031512,1
319031513,319031513,1
319031514,319031512,0.000395
319031514,319031514,0.9995798
319031514,319031515,0.0000252
319031515,319031515,1
319041516,319041516,1
319041517,319041517,1
319041518,319041518,1
319041519,319041519,1
319041520,319041518,0.0001062
319041520,319041520,0.9998938
319041521,319041521,1
319051522,319051522,1
319051523,319051523,1
319051524,319051524,1
319051525,319051525,1
319051526,319051526,1
397979799,397979799,1
399999499,399999499,1
401011001,401011001,1
401011002,401011002,1
401021003,401021003,1
401021004,401021004,1
401021005,401021005,1
401021006,401021006,1
401021007,401021007,1
401021008,401021008,1
401021009,401021009,1
401021010,401021010,1
401031011,401031011,1
401031012,401031012,1
401031013,401031013,1
401041014,401041014,1
401041015,401041015,1
401041016,401041016,1
401051017,401051017,1
401051018,401051018,1
401051019,401051019,1
401061020,401061020,1
401061021,401061021,1
401061022,401061022,1
401071023,401071023,1
401071024,401071024,1
402011025,402011025,1
402011026,402011025,0.0001671
402011026,402011026,0.9998329
402011027,402011027,1
402021028,402021028,1
402021029,402021029,1
402021030,402021030,1
402021031,402021031,1
402021032,402011025,0.0002356
402021032,402021032,0.9997644
402021033,402021033,1
402021034,402021034,1
402021035,402021035,0.9999997
402021035,402041039,0.0000003
402031036,402031036,1
402031037,402031037,1
402031038,402031038,1
402041039,402041039,1
402041040,402041040,1
402041041,402041041,1
402041042,402041042,1
402041043,402041043,1
402041044,402041044,1
402041045,402041171,0.5869898
402041045,402041172,0.4130102
402041046,402041046,1
402041047,402041047,1
402041048,402041048,1
402051049,402051049,1
402051050,402051050,1
402051051,402051051,1
402051052,402051052,1
402051053,402051053,1
402051054,402051054,1
402051055,402051055,1
403011056,403011056,1
403011057,403011057,1
403021058,403021058,1
403021059,403021059,1
403021060,403021060,1
403021061,403021061,1
403021062,403021062,1
403021063,403021063,1
403021064,403021064,1
403031065,403031065,1
403031066,403031066,1
403031067,403031067,1
403031068,403031068,1
403031069,403031069,1
403031070,403031070,1
403041071,403041071,1
403041072,403041072,1
403041073,403041073,1
403041074,403041074,1
403041075,403041075,1
403041076,403041076,1
403041077,403041077,1
403041078,403041078,1
403041079,403041079,1
403041080,403041080,1
403041081,403041081,1
403041082,403041082,1
403041083,403041083,1
403041084,403041084,1
403041085,403041085,1
403041086,403041086,1
403041087,403041087,1
403041088,403041088,1
403041089,403041089,1
404011090,404011090,1
404011091,404011091,1
404011092,404011092,1
404011093,404011093,1
404011094,404011094,1
404011095,404011095,1
404011096,404011096,1
404011097,404011097,1
404021098,404021098,1
404021099,404021099,1
404021100,404021100,1
404021101,404021101,1
404021102,404021102,1
404021103,404021103,1
404031104,404031104,1
404031105,404031105,1
404031106,404031106,1
404031107,404031107,1
404031108,404031108,1
404031109,404031109,1
405011110,405011110,1
405011111,405011111,1
405011112,405011112,1
405011113,405011113,1
405011114,405011114,1
405011115,405011115,1
405021116,405021116,1
405021117,405021117,1
405021118,405021118,1
405021119,405021119,1
405031120,405031120,1
405031121,405031121,1
405031122,405031122,1
405031123,405031123,1
405041124,405041124,1
405041125,405041125,1
405041126,405041126,1
405041127,405041127,0.999999
405041128,405041128,1
406011129,406011129,1
406011130,406011130,1
406011131,406011131,1
406011132,406011131,0.0006709
406011132,406011132,0.9993286
406011132,406021141,0.0000004
406011133,406011133,1
406011134,406011134,1
406011135,406011135,1
406011136,406011136,1
406011137,406011137,1
406021138,406021138,1
406021139,406021139,1
406021140,406011131,0.0021019
406021140,406021140,0.9960583
406021140,406021141,0.0018397
406021141,406021140,0.0002992
406021141,406021141,0.9915564
406021141,407031159,0.0081442
406021141,406011134,0.0000001
406021142,406021142,1
406021143,406021143,1
407011144,407011144,1
407011145,407011145,1
407011146,407011146,1
407011147,407011147,1
407011148,407011148,1
407011149,407011149,1
407021150,407021150,1
407021151,407021151,1
407021152,407021152,1
407021153,407021173,0.5155718
407021153,407021174,0.4844282
407021154,407021154,1
407021155,407021155,1
407021156,407021156,1
407021157,407021157,1
407021158,407021158,0.9999984
407031159,407031159,1
407031160,407031160,1
407031161,407031161,1
407031162,407031162,1
407031163,407031163,1
407031164,407031164,1
407031165,407031165,1
407031166,407031166,1
407031167,407031167,1
407031168,407031168,1
407031169,407031169,1
407031170,406021141,0.0001673
407031170,407031170,0.9998327
497979799,497979799,1
499999499,499999499,1
501011001,501011001,1
501011002,501011002,1
501011003,501011003,1
501011004,501011004,1
501021005,501021005,0.9996014
501021005,501021014,0.0003986
501021006,501021253,0.6898683
501021006,501021254,0.3101317
501021007,501021007,1
501021008,501021008,1
501021009,501021009,1
501021010,501021010,1
501021011,501021011,1
501021012,501021012,1
501021013,501021251,0.711126
501021013,501021252,0.288874
501021014,501021014,1
501021015,501021015,1
501021016,501021016,1
501031017,501031017,1
501031018,501031018,1
501031019,501031019,1
501031020,501031020,1
502011021,502011021,1
502011022,502011022,1
502011023,502011023,1
502011024,502011024,1
502011025,502011025,1
502011026,502011026,1
502011027,502011027,1
502011028,502011028,1
502011029,502011029,1
503011030,503011030,1
503011031,503011031,1
503011032,503011032,1
503011033,503011033,1
503011034,503011034,1
503011035,503011035,1
503011036,503011036,1
503021037,503021037,1
503021038,503021038,1
503021039,503021039,1
503021040,503021040,1
503021041,503021041,1
503021042,503021042,1
503021043,503021043,1
504011044,504011044,1
504011045,504011045,1
504011046,504011046,1
504011047,504011047,1
504011048,504011048,1
504021049,504021049,1
504021050,504021050,1
504021051,504021051,1
504021052,504021052,1
504021053,504021053,1
504021054,504021054,1
504031055,504031055,1
504031056,504031056,1
504031057,504031057,1
504031058,504031058,1
504031059,504031059,0.9995437
504031059,504031068,0.0004563
504031060,504031060,1
504031061,504031061,0.9977967
504031061,504031066,0.0022028
504031061,506021118,0.0000003
504031061,506021121,0.0000003
504031062,504031062,1
504031063,504031063,1
504031064,504031064,1
504031065,504031065,1
504031066,504031066,1
504031067,504031067,1
504031068,504031068,1
504031069,504031069,1
505011070,505011070,1
505011071,505011071,1
505011072,505011072,1
505011073,505011073,1
505011074,505011074,1
505011075,505011075,1
505011076,505011076,1
505011077,505011077,1
505011078,505011078,1
505011079,505011079,1
505011080,505011080,1
505011081,505011081,1
505011082,505011082,1
505011083,505011083,1
505021084,505021084,1
505021085,505021085,1
505021086,505021086,1
505021087,505021087,1
505021088,505021088,1
505021089,505021089,1
505021090,505021090,1
505021091,505021091,1
505021092,505021092,1
505021093,505021093,1
505021094,505021094,1
505021095,505021095,1
505021096,505021096,1
505021097,505021097,1
505031098,505031098,1
505031099,505031099,1
505031100,505031100,1
505031101,505031101,1
505031102,505031102,1
505031103,505031103,1
505031104,505031104,1
505031105,505031105,1
505031106,505031106,1
505031107,505031107,1
505031108,505031108,1
505031109,505031255,0.0098112
505031109,505031256,0.1009297
505031109,505031257,0.2899474
505031109,505031258,0.5993117
506011110,506011110,1
506011111,506011111,1
506011112,506011112,1
506011113,506011113,1
506011114,506011114,1
506011115,506011115,1
506011116,506011116,1
506011117,506011117,1
506021118,506021118,0.9999999
506021118,504031061,0.0000001
506021119,506021119,1
506021120,506021120,1
506021121,506021121,1
506021122,506021122,1
506021123,506021123,1
506031124,506031124,1
506031125,506031125,1
506031126,506031126,1
506031127,506031127,1
506031128,506031128,1
506031129,506031129,1
506031130,506031130,1
506031131,506031131,1
506041132,506041132,1
506041133,506041133,1
506041134,506041134,1
506041135,506041135,1
506041136,506041136,1
506041137,506041137,1
506051138,506051138,1
506051139,506051139,1
506051140,506051140,1
506051141,506051141,1
506061142,506061142,1
506061143,506061143,1
506061144,506061144,1
506071145,506071145,1
506071146,506071146,1
506071147,506071147,1
507011148,507011148,1
507011149,507011259,1
507011150,507011150,1
507011151,507011151,1
507011152,507011152,1
507011153,507011153,1
507011154,507011154,1
507011155,507011155,1
507011156,507011260,1
507011157,507011260,1
507011158,507011158,1
507011159,507011159,1
507011160,507011160,1
507011161,507011161,1
507011162,507011259,1
507011163,507011163,1
507021164,507021164,1
507021165,507021165,1
507021166,507021166,1
507021167,507021167,1
507031168,507031261,1
507031169,507031169,1
507031170,507031170,0.9999999
507031170,507031174,0.0000001
507031171,507031261,1
507031172,507031172,1
507031173,507031173,1
507031174,507031174,1
507041175,507041175,1
507041176,507041176,1
507041177,507041177,1
507041178,507041178,1
507041179,507041179,1
507041180,507041180,1
507041181,507041181,1
507041182,507041182,1
507041183,507041183,1
507041184,507041184,1
507051185,507051185,1
507051186,507051186,1
507051187,507051187,1
507051188,507051188,1
507051189,507051189,1
507051190,507051190,1
507051191,507051191,1
507051192,507051192,1
507051193,507051193,1
508011194,511011274,1
508011195,511011275,0.9999933
508021196,511021276,1
508021197,511021277,1
508031198,511031278,1
508031199,511031279,1
508031200,511031280,1
508031201,511031281,1
508031202,511031282,1
508031203,511031283,1
508031204,511031284,1
508041205,510011262,1
508041206,510011263,0.9999976
508041207,510011264,1
508041208,510011265,0.9999826
508041209,510011266,1
508051210,511041285,1
508051211,511041286,1
508051212,511041287,1
508051213,511041288,1
508051214,511041289,1
508051215,511041290,1
508051216,511041291,1
508051217,511041292,1
508061218,510031271,0.9997998
508061219,510021267,0.8808598
508061219,510021268,0.1191402
508061220,510031272,1
508061221,510021268,1
508061222,510021269,1
508061223,510031273,1
508061224,510021270,1
509011225,509011225,1
509011226,509011226,1
509011227,509011227,1
509011228,509011228,1
509011229,509011229,1
509011230,509011230,0.9996602
509011230,509011231,0.0003396
509011230,509031250,0.0000002
509011231,509011231,1
509011232,509011232,1
509011233,509011233,1
509011234,509011234,1
509011235,509011235,1
509021236,509021236,1
509021237,509021237,1
509021238,509021238,1
509021239,509021239,1
509021240,509021240,1
509021241,509021241,1
509021242,509021242,1
509021243,509021243,1
509021244,509021244,1
509021245,509021245,1
509031246,509031246,1
509031247,509031247,1
509031248,509031248,1
509031249,509031249,1
509031250,509031250,1
597979799,597979799,1
599999499,599999499,1
601011001,601011001,1
601011002,601011002,1
601011003,601011003,1
601021004,601021004,1
601021005,601021005,1
601021006,601021006,1
601021007,601021007,1
601021008,601021008,1
601021009,601021009,1
601021010,601021010,1
601021011,601021011,1
601021012,601021012,1
601031013,601031013,1
601031014,601031014,1
601031015,601031015,1
601031016,601031016,1
601031017,601031017,1
601031018,601031018,1
601031019,601031019,1
601031020,601031020,1
601031021,601031021,1
601041022,601041022,1
601041023,601041023,1
601041024,601041024,0.9999999
601041025,601041025,1
601041026,601041026,1
601051027,601051027,1
601051028,601051028,1
601051029,601051029,1
601051030,601051030,1
601051031,601051031,1
601051032,601051032,1
601051033,601051033,1
601061034,601061034,1
601061035,601061035,1
602011036,602011036,1
602011037,602011037,1
602011038,602011038,1
602011039,602011039,1
602011040,602011040,1
602011041,602011041,0.9999999
602011041,602011040,0.0000001
602011042,602011042,1
602011043,602011043,1
602011044,602011044,1
602011045,602011045,1
602011046,602011046,1
602011047,602011047,1
602011048,602011037,0.0217487
602011048,602011048,0.9782513
602011049,602011049,1
602011050,602011050,1
602011051,602011051,1
602011052,602011052,1
602021053,602021053,1
602021054,602021054,1
602021055,602021055,1
602021056,602021056,1
602021057,602021057,1
602031058,602031058,1
602031059,602031059,1
602031060,602031060,1
602031061,602031061,1
602031062,602031062,1
602031063,602031099,0.1016979
602031063,602031100,0.8983021
602031064,602031064,0.9999998
603011065,603011065,1
603011066,603011066,1
603011067,603011067,1
603011068,603011068,1
603021069,603021069,1
603021070,603021070,1
603021071,603021071,1
603021072,603021072,1
603031073,603031073,1
603031074,603031074,1
604011075,604011075,1
604011076,604011076,1
604011077,604011077,1
604011078,604011078,1
604011079,604011079,1
604011080,604011080,1
604011081,604011081,1
604011082,604011082,1
604011083,604011083,1
604011084,604011084,1
604021085,604021085,1
604021086,604021086,1
604021087,604021087,1
604021088,604021088,1
604021089,604021089,1
604021090,604021090,1
604021091,604021091,1
604021092,604021088,0.0026858
604021092,604021092,0.9973142
604031093,604031093,0.9999713
604031094,604031094,1
604031095,604031095,1
604031096,604031096,1
604031097,604031097,1
604031098,604031098,1
697979799,697979799,1
699999499,699999499,1
701011001,701011001,1
701011002,701011002,1
701011003,701011003,1
701011004,701011004,1
701011005,701011005,1
701011006,701011006,1
701011007,701011007,1
701011008,701011008,1
701011009,701011009,1
701021010,701021010,1
701021011,701021011,1
701021012,701021012,1
701021013,701021013,1
701021014,701021014,1
701021015,701021015,1
701021016,701021016,1
701021017,701021017,1
701021018,701021018,1
701021019,701021019,1
701021020,701021020,1
701021021,701021021,1
701021022,701021022,1
701021023,701021023,1
701021024,701021024,1
701021025,701021025,1
701021026,701021026,1
701021027,701021027,1
701021028,701021028,1
701021029,701021029,1
701021030,701021030,1
701031031,701031031,1
701031032,701031032,1
701031033,701031033,1
701031034,701031034,1
701031035,701031035,1
701041036,701041036,1
701041037,701041037,1
701041038,701041038,1
701041039,701041039,1
701041040,701041040,1
701041041,701041041,1
701041042,701041042,1
701041043,701041043,1
701041044,701041044,1
702011045,702011045,1
702011046,702011046,1
702011047,702011047,1
702011048,702011048,1
702011049,702011049,1
702011050,702011050,1
702011051,702011051,1
702011052,702011052,1
702011053,702011053,1
702011054,702011054,1
702021055,702021055,1
702021056,702021056,1
702031057,702031057,1
702031058,702031058,1
702031059,702031059,1
702031060,702031060,1
702031061,702031061,0.9999998
702041062,702041062,1
702041063,702041063,0.9999999
702041064,702041064,1
702051065,702051065,1
702051066,702051066,1
702051067,702051067,1
702051068,702051068,1
797979799,797979799,1
799999499,799999499,1
801011001,801011001,1
801011002,801011002,1
801011003,801011003,1
801011004,801011004,1
801011005,801011005,0.9999997
801011005,801011111,0.0000003
801011006,801011006,1
801011007,801011007,1
801011008,801011008,1
801011009,801011009,1
801011010,801011010,1
801011011,801011011,1
801011012,801011012,0.9998751
801011012,801041043,0.0001249
801011013,801011013,1
801011014,801011014,1
801011015,801011015,1
801011016,801011016,1
801011017,801011017,1
801011018,801011018,1
801011019,801011019,1
801011020,801011020,1
801011021,801011021,1
801011022,801011022,1
801011023,801011023,1
801011024,801011024,1
801011025,801011025,1
801011026,801011026,1
801021027,801071132,0.0102707
801021027,801081133,0.0225906
801021027,801101137,0.0020574
801021027,801101139,0.0143076
801021027,801111140,0.9419301
801021027,801111141,0.0087718
801021027,801081098,0.0000246
801021027,801101135,0.0000472
801021028,801011111,0.3433609
801021028,801011112,0.5287678
801021028,801051123,0.0001785
801021028,801101138,0.1275676
801021028,801011013,0.0000357
801021028,801051049,0.0000357
801021028,801101134,0.0000539
801021029,801111141,1
801031030,801031113,0.9562133
801031030,801061130,0.0437867
801031031,801031031,1
801031032,801031032,1
801031033,801031114,0.2971913
801031033,801031115,0.7028087
801041034,801041034,1
801041035,801041035,1
801041036,801041036,1
801041037,801041037,1
801041038,801041038,1
801041039,801041039,1
801041040,801041040,1
801041041,801041119,0.9999716
801041041,801041116,0.0000274
801041041,801041122,0.0000011
801041042,801041117,0.0555556
801041042,801041118,0.3888889
801041042,801041120,0.5
801041042,801041121,0.0555556
801041043,801041043,1
801041044,801041044,0.9999998
801041044,801041119,0.0000002
801041045,801041045,1
801041046,801041046,1
801041047,801041047,1
801041048,801041048,1
801051049,801051049,1
801051050,801051050,1
801051051,801051051,1
801051052,801051124,0.6522038
801051052,801051125,0.3475924
801051052,801051126,0.0002032
801051052,801051128,0.0000006
801051053,801051053,1
801051054,801051054,1
801051055,801051055,1
801051056,801051056,1
801051057,801051057,1
801051058,801051058,1
801051059,801051126,0.0006342
801051059,801051127,0.9993658
801051060,801051060,1
801051061,801051061,1
801061062,801061062,1
801061063,801061063,1
801061064,801061064,1
801061065,801061129,0.2844785
801061065,801061131,0.7155215
801061066,801061066,1
801061067,801061067,1
801061068,801061068,1
801061069,801061069,1
801061070,801061070,1
801071071,801071071,1
801071072,801071072,1
801071073,801071073,1
801071074,801071074,1
801071075,801071075,1
801071076,801071076,1
801071077,801071077,1
801071078,801071078,1
801071079,801071079,1
801071080,801071080,1
801071081,801071081,1
801071082,801071082,1
801071083,801071083,1
801071084,801071084,1
801071085,801071085,1
801071086,801071086,1
801071087,801071087,1
801071088,801071088,1
801071089,801071089,1
801071090,801071090,1
801081091,801081091,1
801081092,801081092,1
801081093,801081093,1
801081094,801081094,1
801081095,801081095,1
801081096,801081096,1
801081097,801081097,1
801081098,801081098,1
801091099,801091099,1
801091100,801091100,1
801091101,801091101,1
801091102,801091102,1
801091103,801091103,1
801091104,801091104,1
801091105,801091105,1
801091106,801091106,1
801091107,801091107,1
801091108,801091108,1
801091109,801091109,1
801091110,801091110,1
897979799,897979799,1
899999499,899999499,1
901011001,901011001,1
901021002,901021002,1
901031003,901031003,1
997979799,997979799,1
999999499,999999499,1
